otorinolaringologi,['QQQ&#111;&#116;&#111;&#114;&#105;&#110;&#111;&#108;&#97;&#114;&#105;&#110;&#103;&#111;&#108;&#111;&#103;&#105;', 180000]
mancxur,['QQQ&#109;&#97;&#110;&#99;&#120;&#117;&#114;', 70000]
mandibl,['QQQ&#109;&#97;&#110;&#100;&#105;&#98;&#108;', 70000]
maneken,['QQQ&#109;&#97;&#110;&#101;&#107;&#101;&#110;', 70000]
manhejm,['QQQ&#109;&#97;&#110;&#104;&#101;&#106;&#109;', 70000]
manikur,['QQQ&#109;&#97;&#110;&#105;&#107;&#117;&#114;', 70000]
manipul,['<ruby>用<rt>QQQ&#109;&#97;&#110;&#105;&#112;&#117;&#108;</rt></ruby>', 70000]
manitob,['QQQ&#109;&#97;&#110;&#105;&#116;&#111;&#98;', 70000]
mansard,['<ruby>室<rt>QQQ&#109;&#97;&#110;&#115;&#97;&#114;&#100;</rt></ruby>', 70000]
maraton,['QQQ&#109;&#97;&#114;&#97;&#116;&#111;&#110;', 70000]
margxen,['<ruby>边<rt>QQQ&#109;&#97;&#114;&#103;&#120;&#101;&#110;</rt></ruby>', 70000]
marketr,['QQQ&#109;&#97;&#114;&#107;&#101;&#116;&#114;', 70000]
markist,['QQQ&#109;&#97;&#114;&#107;&#105;&#115;&#116;', 70000]
maroken,['<ruby>皮<rt>QQQ&#109;&#97;&#114;&#111;&#107;&#101;&#110;</rt></ruby>', 70000]
marsejl,['QQQ&#109;&#97;&#114;&#115;&#101;&#106;&#108;', 70000]
marsxal,['<ruby>军<rt>QQQ&#109;&#97;&#114;&#115;&#120;&#97;&#108;</rt></ruby>', 70000]
masturb,['QQQ&#109;&#97;&#115;&#116;&#117;&#114;&#98;', 70000]
matador,['<ruby>者<rt>QQQ&#109;&#97;&#116;&#97;&#100;&#111;&#114;</rt></ruby>', 70000]
matutin,['QQQ&#109;&#97;&#116;&#117;&#116;&#105;&#110;', 70000]
mecenat,['QQQ&#109;&#101;&#99;&#101;&#110;&#97;&#116;', 70000]
medicin,['<ruby>疗<rt>QQQ&#109;&#101;&#100;&#105;&#99;&#105;&#110;</rt></ruby>', 70000]
medikag,['QQQ&#109;&#101;&#100;&#105;&#107;&#97;&#103;', 70000]
medolit,['QQQ&#109;&#101;&#100;&#111;&#108;&#105;&#116;', 70000]
megafon,['QQQ&#109;&#101;&#103;&#97;&#102;&#111;&#110;', 70000]
megalit,['QQQ&#109;&#101;&#103;&#97;&#108;&#105;&#116;', 70000]
megavat,['QQQ&#109;&#101;&#103;&#97;&#118;&#97;&#116;', 70000]
mehxlin,['QQQ&#109;&#101;&#104;&#120;&#108;&#105;&#110;', 70000]
mekanik,['<ruby>动<rt>QQQ&#109;&#101;&#107;&#97;&#110;&#105;&#107;</rt></ruby>', 70000]
meksiki,['QQQ&#109;&#101;&#107;&#115;&#105;&#107;&#105;', 70000]
melburn,['QQQ&#109;&#101;&#108;&#98;&#117;&#114;&#110;', 70000]
meleagr,['<ruby>禽<rt>QQQ&#109;&#101;&#108;&#101;&#97;&#103;&#114;</rt></ruby>', 70000]
melilot,['QQQ&#109;&#101;&#108;&#105;&#108;&#111;&#116;', 70000]
melinit,['QQQ&#109;&#101;&#108;&#105;&#110;&#105;&#116;', 70000]
melopep,['QQQ&#109;&#101;&#108;&#111;&#112;&#101;&#112;', 70000]
membran,['<ruby>层<rt>QQQ&#109;&#101;&#109;&#98;&#114;&#97;&#110;</rt></ruby>', 70000]
membroj,['QQQ&#109;&#101;&#109;&#98;&#114;&#111;&#106;', 70000]
menstru,['QQQ&#109;&#101;&#110;&#115;&#116;&#114;&#117;', 70000]
merkred,['<ruby>日<rt>QQQ&#109;&#101;&#114;&#107;&#114;&#101;&#100;</rt></ruby>', 70000]
merlang,['<ruby>海<rt>QQQ&#109;&#101;&#114;&#108;&#97;&#110;&#103;</rt></ruby>', 70000]
metabol,['QQQ&#109;&#101;&#116;&#97;&#98;&#111;&#108;', 70000]
metafor,['<ruby>喻<rt>QQQ&#109;&#101;&#116;&#97;&#102;&#111;&#114;</rt></ruby>', 70000]
metanol,['QQQ&#109;&#101;&#116;&#97;&#110;&#111;&#108;', 70000]
metatez,['QQQ&#109;&#101;&#116;&#97;&#116;&#101;&#122;', 70000]
metilen,['QQQ&#109;&#101;&#116;&#105;&#108;&#101;&#110;', 70000]
metodik,['QQQ&#109;&#101;&#116;&#111;&#100;&#105;&#107;', 70000]
mihxael,['<ruby>尔<rt>QQQ&#109;&#105;&#104;&#120;&#97;&#101;&#108;</rt></ruby>', 70000]
miliard,['<ruby>巨<rt>QQQ&#109;&#105;&#108;&#105;&#97;&#114;&#100;</rt></ruby>', 70000]
milvoki,['QQQ&#109;&#105;&#108;&#118;&#111;&#107;&#105;', 70000]
minaret,['<ruby>塔<rt>QQQ&#109;&#105;&#110;&#97;&#114;&#101;&#116;</rt></ruby>', 70000]
mindana,['QQQ&#109;&#105;&#110;&#100;&#97;&#110;&#97;', 70000]
mineral,['<ruby>石<rt>QQQ&#109;&#105;&#110;&#101;&#114;&#97;&#108;</rt></ruby>', 70000]
minesot,['QQQ&#109;&#105;&#110;&#101;&#115;&#111;&#116;', 70000]
minijup,['QQQ&#109;&#105;&#110;&#105;&#106;&#117;&#112;', 70000]
minimum,['<ruby>微<rt>QQQ&#109;&#105;&#110;&#105;&#109;&#117;&#109;</rt></ruby>', 70000]
ministr,['<ruby>长<rt>QQQ&#109;&#105;&#110;&#105;&#115;&#116;&#114;</rt></ruby>', 70000]
minuskl,['QQQ&#109;&#105;&#110;&#117;&#115;&#107;&#108;', 70000]
mirabel,['<ruby>果<rt>QQQ&#109;&#105;&#114;&#97;&#98;&#101;&#108;</rt></ruby>', 70000]
misgurn,['QQQ&#109;&#105;&#115;&#103;&#117;&#114;&#110;', 70000]
misisip,['QQQ&#109;&#105;&#115;&#105;&#115;&#105;&#112;', 70000]
miskant,['QQQ&#109;&#105;&#115;&#107;&#97;&#110;&#116;', 70000]
mistral,['QQQ&#109;&#105;&#115;&#116;&#114;&#97;&#108;', 70000]
mitilen,['QQQ&#109;&#105;&#116;&#105;&#108;&#101;&#110;', 70000]
mitolog,['QQQ&#109;&#105;&#116;&#111;&#108;&#111;&#103;', 70000]
mobiliz,['<ruby>集<rt>QQQ&#109;&#111;&#98;&#105;&#108;&#105;&#122;</rt></ruby>', 70000]
mohamed,['QQQ&#109;&#111;&#104;&#97;&#109;&#101;&#100;', 70000]
mokasen,['QQQ&#109;&#111;&#107;&#97;&#115;&#101;&#110;', 70000]
molekul,['<ruby>分<rt>QQQ&#109;&#111;&#108;&#101;&#107;&#117;&#108;</rt></ruby>', 70000]
monarhx,['<ruby>王<rt>QQQ&#109;&#111;&#110;&#97;&#114;&#104;&#120;</rt></ruby>', 70000]
monarki,['<ruby>王<rt>QQQ&#109;&#111;&#110;&#97;&#114;&#107;&#105;</rt></ruby>', 70000]
monitor,['QQQ&#109;&#111;&#110;&#105;&#116;&#111;&#114;', 70000]
monolit,['QQQ&#109;&#111;&#110;&#111;&#108;&#105;&#116;', 70000]
monolog,['<ruby>自<rt>QQQ&#109;&#111;&#110;&#111;&#108;&#111;&#103;</rt></ruby>', 70000]
monopol,['<ruby>独<rt>QQQ&#109;&#111;&#110;&#111;&#112;&#111;&#108;</rt></ruby>', 70000]
monoton,['<ruby>单<rt>QQQ&#109;&#111;&#110;&#111;&#116;&#111;&#110;</rt></ruby>', 70000]
monrovi,['QQQ&#109;&#111;&#110;&#114;&#111;&#118;&#105;', 70000]
montajn,['QQQ&#109;&#111;&#110;&#116;&#97;&#106;&#110;', 70000]
montanj,['QQQ&#109;&#111;&#110;&#116;&#97;&#110;&#106;', 70000]
morgaux,['<ruby>天<rt>QQQ&#109;&#111;&#114;&#103;&#97;&#117;&#120;</rt></ruby>', 70000]
morhxel,['QQQ&#109;&#111;&#114;&#104;&#120;&#101;&#108;', 70000]
motacil,['QQQ&#109;&#111;&#116;&#97;&#99;&#105;&#108;', 70000]
mucilag,['QQQ&#109;&#117;&#99;&#105;&#108;&#97;&#103;', 70000]
munhxen,['QQQ&#109;&#117;&#110;&#104;&#120;&#101;&#110;', 70000]
municip,['QQQ&#109;&#117;&#110;&#105;&#99;&#105;&#112;', 70000]
mustard,['<ruby>料<rt>QQQ&#109;&#117;&#115;&#116;&#97;&#114;&#100;</rt></ruby>', 70000]
nagasak,['QQQ&#110;&#97;&#103;&#97;&#115;&#97;&#107;', 70000]
nahxodk,['QQQ&#110;&#97;&#104;&#120;&#111;&#100;&#107;', 70000]
najrobi,['QQQ&#110;&#97;&#106;&#114;&#111;&#98;&#105;', 70000]
nanling,['QQQ&#110;&#97;&#110;&#108;&#105;&#110;&#103;', 70000]
narajan,['QQQ&#110;&#97;&#114;&#97;&#106;&#97;&#110;', 70000]
nargile,['QQQ&#110;&#97;&#114;&#103;&#105;&#108;&#101;', 70000]
nauxtil,['QQQ&#110;&#97;&#117;&#120;&#116;&#105;&#108;', 70000]
nazaret,['QQQ&#110;&#97;&#122;&#97;&#114;&#101;&#116;', 70000]
nebrask,['QQQ&#110;&#101;&#98;&#114;&#97;&#115;&#107;', 70000]
nebuloz,['QQQ&#110;&#101;&#98;&#117;&#108;&#111;&#122;', 70000]
negativ,['<ruby>的<rt>QQQ&#110;&#101;&#103;&#97;&#116;&#105;&#118;</rt></ruby>', 70000]
negaton,['QQQ&#110;&#101;&#103;&#97;&#116;&#111;&#110;', 70000]
neglekt,['<ruby>不<rt>QQQ&#110;&#101;&#103;&#108;&#101;&#107;&#116;</rt></ruby>', 70000]
negligx,['<ruby>裙<rt>QQQ&#110;&#101;&#103;&#108;&#105;&#103;&#120;</rt></ruby>', 70000]
neuxroz,['QQQ&#110;&#101;&#117;&#120;&#114;&#111;&#122;', 70000]
neuxton,['QQQ&#110;&#101;&#117;&#120;&#116;&#111;&#110;', 70000]
ngxamen,['QQQ&#110;&#103;&#120;&#97;&#109;&#101;&#110;', 70000]
nigxeri,['QQQ&#110;&#105;&#103;&#120;&#101;&#114;&#105;', 70000]
nikodem,['<ruby>德<rt>QQQ&#110;&#105;&#107;&#111;&#100;&#101;&#109;</rt></ruby>', 70000]
nikotin,['<ruby>物<rt>QQQ&#110;&#105;&#107;&#111;&#116;&#105;&#110;</rt></ruby>', 70000]
nokauxt,['QQQ&#110;&#111;&#107;&#97;&#117;&#120;&#116;', 70000]
nokturn,['QQQ&#110;&#111;&#107;&#116;&#117;&#114;&#110;', 70000]
nominal,['<ruby>名<rt>QQQ&#110;&#111;&#109;&#105;&#110;&#97;&#108;</rt></ruby>', 70000]
normand,['QQQ&#110;&#111;&#114;&#109;&#97;&#110;&#100;', 70000]
novembr,['<ruby>秋<rt>QQQ&#110;&#111;&#118;&#101;&#109;&#98;&#114;</rt></ruby>', 70000]
novjork,['<ruby>都<rt>QQQ&#110;&#111;&#118;&#106;&#111;&#114;&#107;</rt></ruby>', 70000]
novland,['QQQ&#110;&#111;&#118;&#108;&#97;&#110;&#100;', 70000]
nukleol,['QQQ&#110;&#117;&#107;&#108;&#101;&#111;&#108;', 70000]
nukleon,['QQQ&#110;&#117;&#107;&#108;&#101;&#111;&#110;', 70000]
numeral,['QQQ&#110;&#117;&#109;&#101;&#114;&#97;&#108;', 70000]
obelisk,['<ruby>碑<rt>QQQ&#111;&#98;&#101;&#108;&#105;&#115;&#107;</rt></ruby>', 70000]
obstakl,['<ruby>障<rt>QQQ&#111;&#98;&#115;&#116;&#97;&#107;&#108;</rt></ruby>', 70000]
odalisk,['QQQ&#111;&#100;&#97;&#108;&#105;&#115;&#107;', 70000]
ofensiv,['QQQ&#111;&#102;&#101;&#110;&#115;&#105;&#118;', 70000]
oficial,['<ruby>公<rt>QQQ&#111;&#102;&#105;&#99;&#105;&#97;&#108;</rt></ruby>', 70000]
okcipit,['QQQ&#111;&#107;&#99;&#105;&#112;&#105;&#116;', 70000]
okcitan,['QQQ&#111;&#107;&#99;&#105;&#116;&#97;&#110;', 70000]
oklahom,['QQQ&#111;&#107;&#108;&#97;&#104;&#111;&#109;', 70000]
oksalid,['QQQ&#111;&#107;&#115;&#97;&#108;&#105;&#100;', 70000]
oksford,['QQQ&#111;&#107;&#115;&#102;&#111;&#114;&#100;', 70000]
oksigen,['<ruby>氧<rt>QQQ&#111;&#107;&#115;&#105;&#103;&#101;&#110;</rt></ruby>', 70000]
oksikok,['<ruby>花<rt>QQQ&#111;&#107;&#115;&#105;&#107;&#111;&#107;</rt></ruby>', 70000]
okulari,['QQQ&#111;&#107;&#117;&#108;&#97;&#114;&#105;', 70000]
okzalat,['QQQ&#111;&#107;&#122;&#97;&#108;&#97;&#116;', 70000]
oleandr,['<ruby>花<rt>QQQ&#111;&#108;&#101;&#97;&#110;&#100;&#114;</rt></ruby>', 70000]
oleastr,['QQQ&#111;&#108;&#101;&#97;&#115;&#116;&#114;', 70000]
oligark,['<ruby>者<rt>QQQ&#111;&#108;&#105;&#103;&#97;&#114;&#107;</rt></ruby>', 70000]
olimpik,['QQQ&#111;&#108;&#105;&#109;&#112;&#105;&#107;', 70000]
omnibus,['<ruby>车<rt>QQQ&#111;&#109;&#110;&#105;&#98;&#117;&#115;</rt></ruby>', 70000]
omometr,['QQQ&#111;&#109;&#111;&#109;&#101;&#116;&#114;', 70000]
onanism,['QQQ&#111;&#110;&#97;&#110;&#105;&#115;&#109;', 70000]
onobrik,['<ruby>果<rt>QQQ&#111;&#110;&#111;&#98;&#114;&#105;&#107;</rt></ruby>', 70000]
opalesk,['QQQ&#111;&#112;&#97;&#108;&#101;&#115;&#107;', 70000]
operaci,['<ruby>手<rt>QQQ&#111;&#112;&#101;&#114;&#97;&#99;&#105;</rt></ruby>', 70000]
oportun,['<ruby>宜<rt>QQQ&#111;&#112;&#111;&#114;&#116;&#117;&#110;</rt></ruby>', 70000]
opozici,['<ruby>反, 反<rt>QQQ&#111;&#112;&#111;&#122;&#105;&#99;&#105;</rt></ruby>', 70000]
optativ,['<ruby>愿<rt>QQQ&#111;&#112;&#116;&#97;&#116;&#105;&#118;</rt></ruby>', 70000]
optimum,['QQQ&#111;&#112;&#116;&#105;&#109;&#117;&#109;', 70000]
ordinar,['<ruby>常<rt>QQQ&#111;&#114;&#100;&#105;&#110;&#97;&#114;</rt></ruby>', 70000]
ordinat,['QQQ&#111;&#114;&#100;&#105;&#110;&#97;&#116;', 70000]
ordovic,['QQQ&#111;&#114;&#100;&#111;&#118;&#105;&#99;', 70000]
oregoni,['QQQ&#111;&#114;&#101;&#103;&#111;&#110;&#105;', 70000]
organik,['QQQ&#111;&#114;&#103;&#97;&#110;&#105;&#107;', 70000]
organiz,['<ruby>立<rt>QQQ&#111;&#114;&#103;&#97;&#110;&#105;&#122;</rt></ruby>', 70000]
orkestr,['<ruby>团<rt>QQQ&#111;&#114;&#107;&#101;&#115;&#116;&#114;</rt></ruby>', 70000]
orkidit,['QQQ&#111;&#114;&#107;&#105;&#100;&#105;&#116;', 70000]
pacienc,['<ruby>忍<rt>QQQ&#112;&#97;&#99;&#105;&#101;&#110;&#99;</rt></ruby>', 70000]
pacient,['<ruby>耐<rt>QQQ&#112;&#97;&#99;&#105;&#101;&#110;&#116;</rt></ruby>', 70000]
pacifik,['<ruby>安<rt>QQQ&#112;&#97;&#99;&#105;&#102;&#105;&#107;</rt></ruby>', 70000]
palafit,['QQQ&#112;&#97;&#108;&#97;&#102;&#105;&#116;', 70000]
palatal,['QQQ&#112;&#97;&#108;&#97;&#116;&#97;&#108;', 70000]
palikir,['QQQ&#112;&#97;&#108;&#105;&#107;&#105;&#114;', 70000]
palinur,['<ruby>虾<rt>QQQ&#112;&#97;&#108;&#105;&#110;&#117;&#114;</rt></ruby>', 70000]
palpebr,['<ruby>盖<rt>QQQ&#112;&#97;&#108;&#112;&#101;&#98;&#114;</rt></ruby>', 70000]
pamflet,['<ruby>报<rt>QQQ&#112;&#97;&#109;&#102;&#108;&#101;&#116;</rt></ruby>', 70000]
pamplun,['QQQ&#112;&#97;&#109;&#112;&#108;&#117;&#110;', 70000]
panaris,['QQQ&#112;&#97;&#110;&#97;&#114;&#105;&#115;', 70000]
pandion,['QQQ&#112;&#97;&#110;&#100;&#105;&#111;&#110;', 70000]
panegir,['QQQ&#112;&#97;&#110;&#101;&#103;&#105;&#114;', 70000]
pangxab,['QQQ&#112;&#97;&#110;&#103;&#120;&#97;&#98;', 70000]
pankrac,['QQQ&#112;&#97;&#110;&#107;&#114;&#97;&#99;', 70000]
panoram,['<ruby>景<rt>QQQ&#112;&#97;&#110;&#111;&#114;&#97;&#109;</rt></ruby>', 70000]
panteon,['QQQ&#112;&#97;&#110;&#116;&#101;&#111;&#110;', 70000]
pantofl,['<ruby>鞋<rt>QQQ&#112;&#97;&#110;&#116;&#111;&#102;&#108;</rt></ruby>', 70000]
papilom,['QQQ&#112;&#97;&#112;&#105;&#108;&#111;&#109;', 70000]
papirus,['<ruby>纸<rt>QQQ&#112;&#97;&#112;&#105;&#114;&#117;&#115;</rt></ruby>', 70000]
parabol,['<ruby>线<rt>QQQ&#112;&#97;&#114;&#97;&#98;&#111;&#108;</rt></ruby>', 70000]
paradiz,['<ruby>地<rt>QQQ&#112;&#97;&#114;&#97;&#100;&#105;&#122;</rt></ruby>', 70000]
parafin,['<ruby>蜡<rt>QQQ&#112;&#97;&#114;&#97;&#102;&#105;&#110;</rt></ruby>', 70000]
paralel,['<ruby>等<rt>QQQ&#112;&#97;&#114;&#97;&#108;&#101;&#108;</rt></ruby>', 70000]
paraliz,['<ruby>瘫<rt>QQQ&#112;&#97;&#114;&#97;&#108;&#105;&#122;</rt></ruby>', 70000]
paranoj,['QQQ&#112;&#97;&#114;&#97;&#110;&#111;&#106;', 70000]
parapet,['QQQ&#112;&#97;&#114;&#97;&#112;&#101;&#116;', 70000]
paratif,['QQQ&#112;&#97;&#114;&#97;&#116;&#105;&#102;', 70000]
parazit,['<ruby>虫<rt>QQQ&#112;&#97;&#114;&#97;&#122;&#105;&#116;</rt></ruby>', 70000]
parolil,['QQQ&#112;&#97;&#114;&#111;&#108;&#105;&#108;', 70000]
paronim,['QQQ&#112;&#97;&#114;&#111;&#110;&#105;&#109;', 70000]
partikl,['QQQ&#112;&#97;&#114;&#116;&#105;&#107;&#108;', 70000]
partner,['QQQ&#112;&#97;&#114;&#116;&#110;&#101;&#114;', 70000]
parvenu,['QQQ&#112;&#97;&#114;&#118;&#101;&#110;&#117;', 70000]
paskvil,['<ruby>笑<rt>QQQ&#112;&#97;&#115;&#107;&#118;&#105;&#108;</rt></ruby>', 70000]
pasport,['<ruby>证<rt>QQQ&#112;&#97;&#115;&#112;&#111;&#114;&#116;</rt></ruby>', 70000]
pastecx,['<ruby>饼<rt>QQQ&#112;&#97;&#115;&#116;&#101;&#99;&#120;</rt></ruby>', 70000]
pasticx,['QQQ&#112;&#97;&#115;&#116;&#105;&#99;&#120;', 70000]
pasxtel,['<ruby>色<rt>QQQ&#112;&#97;&#115;&#120;&#116;&#101;&#108;</rt></ruby>', 70000]
patagon,['QQQ&#112;&#97;&#116;&#97;&#103;&#111;&#110;', 70000]
patogen,['QQQ&#112;&#97;&#116;&#111;&#103;&#101;&#110;', 70000]
patolog,['<ruby>师<rt>QQQ&#112;&#97;&#116;&#111;&#108;&#111;&#103;</rt></ruby>', 70000]
patrici,['<ruby>贵<rt>QQQ&#112;&#97;&#116;&#114;&#105;&#99;&#105;</rt></ruby>', 70000]
patrini,['QQQ&#112;&#97;&#116;&#114;&#105;&#110;&#105;', 70000]
patriot,['<ruby>国<rt>QQQ&#112;&#97;&#116;&#114;&#105;&#111;&#116;</rt></ruby>', 70000]
pavilon,['QQQ&#112;&#97;&#118;&#105;&#108;&#111;&#110;', 70000]
pedagog,['<ruby>教<rt>QQQ&#112;&#101;&#100;&#97;&#103;&#111;&#103;</rt></ruby>', 70000]
pediatr,['QQQ&#112;&#101;&#100;&#105;&#97;&#116;&#114;', 70000]
pedunkl,['QQQ&#112;&#101;&#100;&#117;&#110;&#107;&#108;', 70000]
pejzagx,['<ruby>景<rt>QQQ&#112;&#101;&#106;&#122;&#97;&#103;&#120;</rt></ruby>', 70000]
pelerin,['<ruby>披<rt>QQQ&#112;&#101;&#108;&#101;&#114;&#105;&#110;</rt></ruby>', 70000]
pelikan,['<ruby>鸟<rt>QQQ&#112;&#101;&#108;&#105;&#107;&#97;&#110;</rt></ruby>', 70000]
penelop,['QQQ&#112;&#101;&#110;&#101;&#108;&#111;&#112;', 70000]
pension,['<ruby>所<rt>QQQ&#112;&#101;&#110;&#115;&#105;&#111;&#110;</rt></ruby>', 70000]
percept,['<ruby>觉<rt>QQQ&#112;&#101;&#114;&#99;&#101;&#112;&#116;</rt></ruby>', 70000]
perdrik,['<ruby>雀<rt>QQQ&#112;&#101;&#114;&#100;&#114;&#105;&#107;</rt></ruby>', 70000]
perfekt,['<ruby>完<rt>QQQ&#112;&#101;&#114;&#102;&#101;&#107;&#116;</rt></ruby>', 70000]
perigoz,['QQQ&#112;&#101;&#114;&#105;&#103;&#111;&#122;', 70000]
periost,['QQQ&#112;&#101;&#114;&#105;&#111;&#115;&#116;', 70000]
persien,['QQQ&#112;&#101;&#114;&#115;&#105;&#101;&#110;', 70000]
persist,['<ruby>不<rt>QQQ&#112;&#101;&#114;&#115;&#105;&#115;&#116;</rt></ruby>', 70000]
persvad,['QQQ&#112;&#101;&#114;&#115;&#118;&#97;&#100;', 70000]
perturb,['QQQ&#112;&#101;&#114;&#116;&#117;&#114;&#98;', 70000]
pervers,['QQQ&#112;&#101;&#114;&#118;&#101;&#114;&#115;', 70000]
petazit,['QQQ&#112;&#101;&#116;&#97;&#122;&#105;&#116;', 70000]
petrark,['QQQ&#112;&#101;&#116;&#114;&#97;&#114;&#107;', 70000]
piamatr,['QQQ&#112;&#105;&#97;&#109;&#97;&#116;&#114;', 70000]
piemont,['QQQ&#112;&#105;&#101;&#109;&#111;&#110;&#116;', 70000]
pietism,['QQQ&#112;&#105;&#101;&#116;&#105;&#115;&#109;', 70000]
pigment,['QQQ&#112;&#105;&#103;&#109;&#101;&#110;&#116;', 70000]
pilastr,['<ruby>柱<rt>QQQ&#112;&#105;&#108;&#97;&#115;&#116;&#114;</rt></ruby>', 70000]
pilgrim,['<ruby>访<rt>QQQ&#112;&#105;&#108;&#103;&#114;&#105;&#109;</rt></ruby>', 70000]
pingven,['QQQ&#112;&#105;&#110;&#103;&#118;&#101;&#110;', 70000]
pingvin,['QQQ&#112;&#105;&#110;&#103;&#118;&#105;&#110;', 70000]
piramid,['<ruby>古<rt>QQQ&#112;&#105;&#114;&#97;&#109;&#105;&#100;</rt></ruby>', 70000]
pitagor,['QQQ&#112;&#105;&#116;&#97;&#103;&#111;&#114;', 70000]
placent,['QQQ&#112;&#108;&#97;&#99;&#101;&#110;&#116;', 70000]
plagiat,['<ruby>盗<rt>QQQ&#112;&#108;&#97;&#103;&#105;&#97;&#116;</rt></ruby>', 70000]
plantag,['<ruby>植<rt>QQQ&#112;&#108;&#97;&#110;&#116;&#97;&#103;</rt></ruby>', 70000]
plastik,['<ruby>塑<rt>QQQ&#112;&#108;&#97;&#115;&#116;&#105;&#107;</rt></ruby>', 70000]
pliocen,['QQQ&#112;&#108;&#105;&#111;&#99;&#101;&#110;', 70000]
plutark,['QQQ&#112;&#108;&#117;&#116;&#97;&#114;&#107;', 70000]
plutoni,['QQQ&#112;&#108;&#117;&#116;&#111;&#110;&#105;', 70000]
pnompen,['QQQ&#112;&#110;&#111;&#109;&#112;&#101;&#110;', 70000]
podkast,['QQQ&#112;&#111;&#100;&#107;&#97;&#115;&#116;', 70000]
polariz,['QQQ&#112;&#111;&#108;&#97;&#114;&#105;&#122;', 70000]
polemik,['<ruby>论<rt>QQQ&#112;&#111;&#108;&#101;&#109;&#105;&#107;</rt></ruby>', 70000]
polenoz,['QQQ&#112;&#111;&#108;&#101;&#110;&#111;&#122;', 70000]
poligon,['<ruby>形<rt>QQQ&#112;&#111;&#108;&#105;&#103;&#111;&#110;</rt></ruby>', 70000]
polimer,['QQQ&#112;&#111;&#108;&#105;&#109;&#101;&#114;', 70000]
polinom,['QQQ&#112;&#111;&#108;&#105;&#110;&#111;&#109;', 70000]
polipoz,['QQQ&#112;&#111;&#108;&#105;&#112;&#111;&#122;', 70000]
politik,['<ruby>政<rt>QQQ&#112;&#111;&#108;&#105;&#116;&#105;&#107;</rt></ruby>', 70000]
poltron,['QQQ&#112;&#111;&#108;&#116;&#114;&#111;&#110;', 70000]
popular,['<ruby>广<rt>QQQ&#112;&#111;&#112;&#117;&#108;&#97;&#114;</rt></ruby>', 70000]
portepe,['QQQ&#112;&#111;&#114;&#116;&#101;&#112;&#101;', 70000]
portret,['<ruby>画<rt>QQQ&#112;&#111;&#114;&#116;&#114;&#101;&#116;</rt></ruby>', 70000]
posesiv,['QQQ&#112;&#111;&#115;&#101;&#115;&#105;&#118;', 70000]
posthum,['QQQ&#112;&#111;&#115;&#116;&#104;&#117;&#109;', 70000]
posticx,['QQQ&#112;&#111;&#115;&#116;&#105;&#99;&#120;', 70000]
pozidon,['QQQ&#112;&#111;&#122;&#105;&#100;&#111;&#110;', 70000]
pozitiv,['<ruby>信<rt>QQQ&#112;&#111;&#122;&#105;&#116;&#105;&#118;</rt></ruby>', 70000]
poziton,['QQQ&#112;&#111;&#122;&#105;&#116;&#111;&#110;', 70000]
pradesx,['QQQ&#112;&#114;&#97;&#100;&#101;&#115;&#120;', 70000]
pragmat,['QQQ&#112;&#114;&#97;&#103;&#109;&#97;&#116;', 70000]
praktik,['<ruby>实<rt>QQQ&#112;&#114;&#97;&#107;&#116;&#105;&#107;</rt></ruby>', 70000]
prebend,['QQQ&#112;&#114;&#101;&#98;&#101;&#110;&#100;', 70000]
precesi,['QQQ&#112;&#114;&#101;&#99;&#101;&#115;&#105;', 70000]
predikt,['QQQ&#112;&#114;&#101;&#100;&#105;&#107;&#116;', 70000]
prefekt,['<ruby>长<rt>QQQ&#112;&#114;&#101;&#102;&#101;&#107;&#116;</rt></ruby>', 70000]
prefiks,['<ruby>首<rt>QQQ&#112;&#114;&#101;&#102;&#105;&#107;&#115;</rt></ruby>', 70000]
premier,['QQQ&#112;&#114;&#101;&#109;&#105;&#101;&#114;', 70000]
prepost,['QQQ&#112;&#114;&#101;&#112;&#111;&#115;&#116;', 70000]
prepuci,['QQQ&#112;&#114;&#101;&#112;&#117;&#99;&#105;', 70000]
pretend,['<ruby>求<rt>QQQ&#112;&#114;&#101;&#116;&#101;&#110;&#100;</rt></ruby>', 70000]
pretori,['QQQ&#112;&#114;&#101;&#116;&#111;&#114;&#105;', 70000]
prevent,['QQQ&#112;&#114;&#101;&#118;&#101;&#110;&#116;', 70000]
prezenc,['QQQ&#112;&#114;&#101;&#122;&#101;&#110;&#99;', 70000]
prezent,['<ruby>示<rt>QQQ&#112;&#114;&#101;&#122;&#101;&#110;&#116;</rt></ruby>', 70000]
princip,['<ruby>准<rt>QQQ&#112;&#114;&#105;&#110;&#99;&#105;&#112;</rt></ruby>', 70000]
probabl,['<ruby>似<rt>QQQ&#112;&#114;&#111;&#98;&#97;&#98;&#108;</rt></ruby>', 70000]
problem,['<ruby>难<rt>QQQ&#112;&#114;&#111;&#98;&#108;&#101;&#109;</rt></ruby>', 70000]
procent,['QQQ&#112;&#114;&#111;&#99;&#101;&#110;&#116;', 70000]
procesi,['<ruby>行<rt>QQQ&#112;&#114;&#111;&#99;&#101;&#115;&#105;</rt></ruby>', 70000]
procion,['QQQ&#112;&#114;&#111;&#99;&#105;&#111;&#110;', 70000]
produkt,['<ruby>品<rt>QQQ&#112;&#114;&#111;&#100;&#117;&#107;&#116;</rt></ruby>', 70000]
